acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bath_sum,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed1_sum,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_bed2_sum,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_hall_sum,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_kitchen_sum,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_living_sum,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_stairs_sum,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_study_sum,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,pir_toilet_sum
-0.8919000000000002,0.006617401302626287,-0.904,-0.89,-0.874,-17.838000000000005,0.23410000000000003,0.007654410493303839,0.216,0.237,0.246,4.682,0.2836,0.011092339699089624,0.264,0.285,0.31,5.672000000000001,-83.8,2.2271057451320084,-90.0,-83.5,-82.0,-1676.0,,,,,,0.0,-93.9,2.211334438749598,-99.0,-93.0,-92.0,-1878.0,-85.0,9.86154146165801,-102.0,,-78.0,-1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8927000000000002,0.007596709814123487,-0.91,-0.894,-0.88,-17.854000000000003,0.23080000000000003,0.020252407264322925,0.206,0.227,0.312,4.6160000000000005,0.2817,0.00746391318277482,0.268,0.28200000000000003,0.294,5.634,-91.1,1.0440306508910548,-93.0,-91.0,-90.0,-1822.0,,,,,,0.0,-96.7,1.2688577540449522,-99.0,-96.5,-95.0,-1934.0,-76.4,1.6852299546352716,-81.0,-76.0,-75.0,-1528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8940999999999999,0.006339558344238191,-0.904,-0.895,-0.882,-17.881999999999998,0.23979999999999996,0.02140934375453858,0.214,0.238,0.326,4.795999999999999,0.2804,0.00922171350671879,0.254,0.284,0.296,5.608,-91.5,0.5,-92.0,-91.5,-91.0,-1830.0,,,,,,0.0,-95.6,0.4898979485566356,-96.0,-96.0,-95.0,-1912.0,-75.4,0.4898979485566356,-76.0,-75.0,-75.0,-1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8933,0.010719608201795447,-0.916,-0.896,-0.864,-17.866,0.23049999999999998,0.009313968005098577,0.208,0.23,0.246,4.609999999999999,0.27959999999999996,0.009286549412995108,0.252,0.28,0.296,5.592,-83.2,3.7094473981982814,-92.0,-82.0,-80.0,-1664.0,,,,,,0.0,-94.4,2.537715508089904,-97.0,-95.5,-90.0,-1888.0,-77.2,1.5999999999999999,-79.0,-77.0,-75.0,-1544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8876000000000002,0.025593749236874224,-0.9,-0.892,-0.778,-17.752000000000002,0.23609999999999998,0.009828021163998375,0.214,0.236,0.254,4.7219999999999995,0.2861,0.017244999275152193,0.262,0.28200000000000003,0.354,5.722,-88.8,1.7776388834631176,-90.0,-89.5,-84.0,-1776.0,,,,,,0.0,-99.25,4.548351349665063,-104.0,,-90.0,-1588.0,-78.3,1.4177446878757822,-80.0,-79.0,-75.0,-1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8951,0.0055668662638867165,-0.904,-0.894,-0.882,-17.902,0.24030000000000004,0.007078841713161836,0.216,0.24,0.252,4.806000000000001,0.2818,0.006477653896280644,0.262,0.284,0.292,5.636,-91.9,3.562302626111375,-99.0,-90.0,-90.0,-1838.0,,,,,,0.0,-98.83333333333333,4.4503433076062295,-105.0,,-94.0,-1186.0,-84.5,10.268885041717041,-105.0,-79.0,-79.0,-1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8897999999999999,0.007533923280734953,-0.904,-0.89,-0.874,-17.796,0.24260000000000007,0.01350703520392244,0.22,0.242,0.272,4.852000000000001,0.28709999999999997,0.007575618786607459,0.272,0.286,0.304,5.741999999999999,-89.1,3.112876483254676,-94.0,-89.0,-85.0,-1782.0,,,,,,0.0,-96.25,1.8540496217739157,-99.0,,-94.0,-1540.0,-83.5,8.834591105421914,-100.0,-79.0,-77.0,-1670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8756,0.04321851455105788,-0.938,-0.882,-0.78,-17.512,0.30060000000000003,0.08069969021006215,0.184,0.32,0.46,6.0120000000000005,0.29510000000000003,0.10471002817304559,0.116,0.305,0.46,5.902,-90.4,2.2891046284519194,-94.0,-89.5,-88.0,-1808.0,,,,,,0.0,-97.25,2.0463381929681126,-100.0,,-95.0,-1556.0,-76.0,4.711687595755898,-88.0,-75.5,-70.0,-1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8387,0.1047363833631847,-1.192,-0.8,-0.698,-16.774,0.3396,0.14055262359700013,-0.218,0.384,0.472,6.792,0.3388,0.11846586006103194,0.082,0.358,0.524,6.776,-78.2,4.019950248448357,-90.0,-77.0,-76.0,-1564.0,,,,,,0.0,-91.0,4.427188724235731,-99.0,-91.0,-84.0,-1820.0,-73.9,2.071231517720798,-79.0,-74.0,-70.0,-1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8588000000000001,0.058809523038365126,-0.994,-0.849,-0.77,-17.176000000000002,0.21800000000000005,0.0846994687114388,0.088,0.187,0.422,4.360000000000001,0.3701,0.0794769777986053,0.198,0.376,0.47,7.402,-78.2,0.39999999999999997,-79.0,-78.0,-78.0,-1564.0,,,,,,0.0,-88.8,4.214261501141095,-93.0,-90.5,-81.0,-1776.0,-76.3,2.6095976701399777,-80.0,-76.0,-73.0,-1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
