acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum
-0.8459,0.007575618786607475,-0.858,-0.848,-0.832,-16.918,0.31579999999999997,0.006193545026880814,0.3,0.316,0.326,6.316,0.38689999999999997,0.008184741901856168,0.376,0.384,0.406,7.7379999999999995,-84.65,0.47696960070847283,-85.0,-85.0,-84.0,-1693.0,-79.0,0.0,-79.0,,-79.0,-237.0,-92.5625,1.1162856937182344,-94.0,,-91.0,-1481.0,,,,,,0.0
-0.8426,0.007351190379795649,-0.858,-0.84,-0.832,-16.852,0.3162999999999999,0.00793158243984138,0.296,0.317,0.326,6.325999999999999,0.3879,0.008728688332160797,0.37,0.386,0.408,7.758,-84.6,0.4898979485566356,-85.0,-85.0,-84.0,-1692.0,,,,,,0.0,-93.4,1.5620499351813308,-95.0,-93.0,-91.0,-1868.0,,,,,,0.0
-0.8552,0.013555810562264447,-0.878,-0.858,-0.826,-17.104,0.29599999999999993,0.017064583206161228,0.268,0.296,0.32,5.919999999999999,0.37249999999999994,0.014041011359585189,0.344,0.376,0.398,7.449999999999999,-85.3,1.8734993995195193,-88.0,-85.0,-79.0,-1706.0,-79.0,0.0,-79.0,,-79.0,-316.0,-95.05,3.3834154341434335,-100.0,-95.0,-84.0,-1901.0,,,,,,0.0
-0.8394999999999999,0.03076280221306245,-0.922,-0.839,-0.784,-16.79,0.3617,0.07645985874954257,0.262,0.324,0.498,7.234,0.3472,0.06955400779250609,0.258,0.33799999999999997,0.44,6.944,-83.15,3.6093628246547893,-88.0,-82.0,-79.0,-1663.0,-86.76470588235294,4.277566814752434,-99.0,,-83.0,-1475.0,-87.65,5.227571137727349,-96.0,-86.0,-81.0,-1753.0,,,,,,0.0
-0.3008,0.3448190249971715,-0.922,-0.155,0.142,-6.016,0.8468000000000002,0.23813895103489477,0.432,0.884,1.312,16.936000000000003,-0.0157,0.167133808668384,-0.216,-0.049,0.28,-0.314,-92.75,4.115519408288582,-97.0,,-86.0,-1484.0,-88.65,5.772997488307092,-99.0,-86.0,-82.0,-1773.0,-92.5625,6.528483265659797,-102.0,,-81.0,-1481.0,,,,,,0.0
0.06999999999999999,0.11832159566199231,-0.116,0.067,0.31,1.4,0.8801,0.16354996178538228,0.578,0.907,1.12,17.602,0.1734,0.2537361621842657,-0.338,0.279,0.48,3.468,-93.3125,3.7536440627741996,-103.0,,-90.0,-1493.0,-87.35,2.688401011754013,-92.0,-86.0,-85.0,-1747.0,-95.45454545454545,4.0979736980307795,-102.0,,-92.0,-1050.0,,,,,,0.0
0.0659,0.08782590733946334,-0.144,0.055,0.206,1.318,0.783,0.13522056056680137,0.572,0.783,1.1,15.66,-0.4628,0.08611016200193797,-0.628,-0.462,-0.218,-9.256,-100.06666666666666,2.3513589451397863,-103.0,,-97.0,-1501.0,-89.0,3.1622776601683795,-95.0,-89.0,-84.0,-1780.0,-97.0,2.0,-99.0,,-95.0,-776.0,,,,,,0.0
0.042,0.108816359064251,-0.208,0.056999999999999995,0.188,0.672,0.839375,0.10896265128474066,0.638,0.859,0.99,13.43,-0.45887500000000003,0.11568917138176762,-0.648,-0.455,-0.178,-7.3420000000000005,-100.0,0.0,-100.0,,-100.0,-100.0,-90.125,3.9823830805184977,-95.0,,-84.0,-721.0,-100.6923076923077,3.581675915945482,-103.0,,-89.0,-1309.0,,,,,,0.0
0.0436,0.18005843495932092,-0.254,-0.018,0.396,0.872,0.8928,0.211119302765048,0.6,0.874,1.378,17.856,-0.1598,0.12522124420400876,-0.482,-0.147,0.086,-3.196,-95.05,2.4794152536434875,-100.0,-95.0,-92.0,-1901.0,-84.75,1.1989578808281798,-88.0,,-84.0,-1356.0,-93.55,2.5975950415721076,-96.0,-95.0,-89.0,-1871.0,,,,,,0.0
-0.05555555555555555,0.10707744975910465,-0.264,-0.04,0.088,-1.0,0.8797777777777778,0.15045396326361227,0.54,0.875,1.154,15.836,0.30622222222222223,0.3557595248284616,-0.298,0.435,0.854,5.5120000000000005,-94.77777777777777,2.298684540619689,-99.0,-94.0,-93.0,-1706.0,-88.88888888888889,3.8425814368423516,-93.0,-88.0,-84.0,-1600.0,-96.57142857142857,4.370588154508101,-100.0,,-90.0,-1352.0,,,,,,0.0
