acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bath_sum,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed1_sum,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_bed2_sum,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_hall_sum,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_kitchen_sum,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_living_sum,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_stairs_sum,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_study_sum,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,pir_toilet_sum
0.9335000000000001,0.007317786550590255,0.92,0.934,0.95,18.67,-0.3146,0.009035485598461223,-0.334,-0.317,-0.296,-6.292,0.07810000000000002,0.008519976525789256,0.062,0.077,0.092,1.5620000000000003,-89.9,6.77421582177598,-98.0,-89.5,-83.0,-1798.0,,,,,,0.0,-96.1,1.1357816691600546,-98.0,-96.0,-95.0,-1922.0,-71.3,0.7810249675906654,-72.0,-71.5,-70.0,-1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9366,0.0072415467960926265,0.926,0.935,0.948,18.732,-0.31139999999999995,0.008879189152169252,-0.33,-0.312,-0.296,-6.227999999999999,0.07660000000000002,0.009079647570252933,0.062,0.078,0.094,1.5320000000000003,-90.7,6.708949247087802,-98.0,-90.5,-84.0,-1814.0,,,,,,0.0,-96.5,1.5,-98.0,-96.5,-95.0,-1930.0,-71.4,0.66332495807108,-72.0,-71.5,-70.0,-1428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9411999999999999,0.00627375485654321,0.926,0.943,0.952,18.823999999999998,-0.3077,0.008631917515824634,-0.328,-0.306,-0.296,-6.153999999999999,0.06980000000000001,0.006477653896280659,0.06,0.07,0.078,1.3960000000000004,-92.0,7.54983443527075,-101.0,-96.0,-82.0,-1840.0,,,,,,0.0,-98.1,3.419064199455751,-103.0,-97.0,-94.0,-1962.0,-72.2,4.915282290977803,-82.0,-70.0,-69.0,-1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9368000000000002,0.0063999999999999595,0.926,0.936,0.952,18.736000000000004,-0.3073,0.008538735269347569,-0.32,-0.306,-0.288,-6.146000000000001,0.07270000000000001,0.0062056425936400815,0.062,0.072,0.082,1.4540000000000004,-86.0,7.014271166700073,-100.0,-83.0,-82.0,-1720.0,,,,,,0.0,-98.2,1.8330302779823362,-103.0,-98.0,-95.0,-1964.0,-70.0,0.0,-70.0,-70.0,-70.0,-1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9326000000000001,0.04120242711297478,0.834,0.935,1.008,18.652,-0.31360000000000005,0.0418931975385026,-0.392,-0.326,-0.218,-6.272000000000001,0.08449999999999999,0.04664707922260514,0.022,0.069,0.182,1.69,-87.33333333333333,3.711842908553348,-93.0,,-82.0,-1572.0,,,,,,0.0,-94.5,2.0615528128088303,-99.0,,-92.0,-1512.0,-68.8,0.9797958971132713,-70.0,-68.0,-68.0,-1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.04011919739974865,0.862,0.934,1.02,18.75,-0.3116,0.11565915441503105,-0.584,-0.306,-0.026,-6.232,-0.0486,0.10842896292043008,-0.392,-0.043,0.096,-0.972,-98.22222222222223,4.540625942600566,-102.0,,-86.0,-1768.0,,,,,,0.0,-97.5,3.905124837953327,-102.0,-98.5,-90.0,-1950.0,-71.3,0.6403124237432849,-72.0,-71.0,-70.0,-1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9544,0.06987588997644326,0.85,0.936,1.078,19.088,-0.2485,0.08504322430387973,-0.4,-0.248,-0.036,-4.97,0.1041,0.08724328054354673,-0.154,0.118,0.22,2.082,-81.7,2.934280150224242,-86.0,-81.5,-77.0,-1634.0,,,,,,0.0,-84.4,3.746998799039039,-90.0,-82.5,-80.0,-1688.0,-74.7,4.075536774462967,-86.0,-73.5,-71.0,-1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.959,0.05794307551381788,0.856,0.962,1.106,19.18,-0.2503,0.07806990457276095,-0.344,-0.285,-0.08,-5.006,-0.030800000000000004,0.08201073100515566,-0.146,-0.037,0.11,-0.6160000000000001,-79.8,1.7204650534085253,-82.0,-80.0,-77.0,-1596.0,,,,,,0.0,-81.7,1.2688577540449522,-84.0,-81.0,-80.0,-1634.0,-86.0,2.6076809620810595,-90.0,-86.0,-82.0,-1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9442999999999999,0.03784851384136502,0.872,0.94,1.03,18.886,-0.26110000000000005,0.04871334519410466,-0.37,-0.265,-0.16,-5.222000000000001,0.11329999999999998,0.06372213116335643,-0.002,0.13,0.206,2.2659999999999996,-81.4,2.1071307505705477,-85.0,-81.0,-79.0,-1628.0,,,,,,0.0,-81.8,0.7483314773547882,-83.0,-82.0,-81.0,-1636.0,-85.6,3.261901286060018,-91.0,-85.0,-82.0,-1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9410999999999999,0.0080616375507709,0.928,0.941,0.96,18.822,-0.3085,0.02817001952430988,-0.37,-0.306,-0.256,-6.17,0.0512,0.0221033934046336,0.008,0.045,0.088,1.024,-83.3,0.6403124237432849,-84.0,-83.0,-82.0,-1666.0,,,,,,0.0,-80.55555555555556,0.49690399499995325,-81.0,,-80.0,-1450.0,-78.2,1.3266499161421597,-82.0,-78.0,-77.0,-1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
