acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum
0.9061,0.005117616632769599,0.896,0.906,0.918,18.122,-0.3866,0.006452906321960678,-0.4,-0.386,-0.372,-7.732,0.09150000000000001,0.007039176088151228,0.078,0.092,0.104,1.8300000000000003,-82.0,0.0,-82.0,-82.0,-82.0,-1640.0,-79.0,0.0,-79.0,-79.0,-79.0,-1580.0,-81.6,0.4898979485566356,-82.0,-82.0,-81.0,-1632.0,,,,,,0.0
0.9043000000000001,0.006701492371106609,0.886,0.904,0.92,18.086000000000002,-0.3884,0.006468384651518497,-0.398,-0.387,-0.376,-7.768000000000001,0.09870000000000002,0.008056674251823763,0.088,0.096,0.118,1.9740000000000004,,,,,,0.0,-78.4,0.4898979485566356,-79.0,-78.0,-78.0,-1568.0,-82.6,0.4898979485566356,-83.0,-83.0,-82.0,-1652.0,,,,,,0.0
0.9041,0.007112664760833319,0.88,0.905,0.91,18.082,-0.3894,0.008416650165000325,-0.416,-0.388,-0.376,-7.788,0.1015,0.013709485767161361,0.088,0.096,0.152,2.0300000000000002,,,,,,0.0,-78.6,0.4898979485566356,-79.0,-79.0,-78.0,-1572.0,-82.4,0.7999999999999999,-83.0,-83.0,-81.0,-1648.0,,,,,,0.0
0.9027,0.008746999485537891,0.882,0.903,0.918,18.054,-0.3914,0.009572878355019453,-0.414,-0.388,-0.378,-7.828,0.10140000000000002,0.005868560300448485,0.088,0.102,0.112,2.0280000000000005,-83.0,0.0,-83.0,,-83.0,-332.0,-78.2,0.39999999999999997,-79.0,-78.0,-78.0,-1564.0,-81.6,0.4898979485566356,-82.0,-82.0,-81.0,-1632.0,,,,,,0.0
0.9049000000000001,0.008233468284993883,0.888,0.906,0.92,18.098000000000003,-0.3874000000000001,0.017732456118654285,-0.418,-0.385,-0.356,-7.748000000000001,0.08380000000000001,0.01039038016628843,0.072,0.079,0.108,1.6760000000000002,-94.0,0.0,-94.0,,-94.0,-752.0,-83.4,5.571355310873647,-91.0,-85.0,-77.0,-1668.0,-83.0,2.280350850198276,-87.0,-82.0,-81.0,-1660.0,,,,,,0.0
0.9196000000000002,0.013705473359209444,0.888,0.92,0.946,18.392000000000003,-0.35540000000000005,0.010199999999999999,-0.37,-0.354,-0.336,-7.1080000000000005,0.09980000000000003,0.01394130553427476,0.078,0.102,0.128,1.9960000000000004,-98.0,1.0,-99.0,,-97.0,-784.0,-82.2,3.429285639896449,-88.0,-81.0,-79.0,-1644.0,-83.6,1.0198039027185568,-85.0,-84.0,-82.0,-1672.0,,,,,,0.0
0.9138000000000002,0.0071246052522227574,0.896,0.912,0.928,18.276000000000003,-0.36729999999999996,0.008701149349367596,-0.382,-0.368,-0.354,-7.345999999999999,0.10810000000000002,0.006433506042586733,0.094,0.11,0.12,2.1620000000000004,-100.5,2.29128784747792,-104.0,,-98.0,-1608.0,-79.4,1.3564659966250536,-82.0,-79.0,-78.0,-1588.0,-85.6,4.223742416388576,-94.0,-84.0,-83.0,-1712.0,,,,,,0.0
0.9129473684210526,0.008319119919359685,0.896,0.91,0.928,17.346,-0.3674736842105263,0.008916976246125217,-0.386,-0.368,-0.352,-6.981999999999999,0.10294736842105263,0.010570433861585847,0.086,0.104,0.124,1.9560000000000002,,,,,,0.0,-87.26315789473684,2.1236043159823175,-90.0,-88.0,-84.0,-1658.0,-86.3157894736842,5.01631686629215,-96.0,-84.0,-83.0,-1640.0,,,,,,0.0
0.9108000000000003,0.004621688003316541,0.902,0.911,0.92,18.216000000000005,-0.37310000000000004,0.006015812497078018,-0.382,-0.372,-0.36,-7.462000000000001,0.10030000000000001,0.00577148161220323,0.092,0.102,0.112,2.0060000000000002,-94.2,4.721581655900207,-102.0,,-91.0,-1413.0,-89.8,0.39999999999999997,-90.0,-90.0,-89.0,-1796.0,-84.0,0.0,-84.0,-84.0,-84.0,-1680.0,,,,,,0.0
0.9088000000000003,0.00868101376568429,0.886,0.91,0.924,18.176000000000005,-0.37250000000000005,0.007290404652692476,-0.392,-0.371,-0.36,-7.450000000000001,0.10280000000000003,0.006968500556073738,0.092,0.104,0.112,2.0560000000000005,-92.8125,0.8076779989575054,-94.0,,-91.0,-1485.0,-88.0,1.118033988749895,-90.0,,-86.0,-1408.0,-85.0,1.5491933384829668,-88.0,-84.0,-84.0,-1700.0,,,,,,0.0
