acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum
-0.6156999999999999,0.012669254121691627,-0.644,-0.61,-0.59,-12.313999999999998,0.6931999999999999,0.013044539087296232,0.664,0.698,0.71,13.863999999999999,0.3028,0.007110555533852476,0.29,0.304,0.316,6.056,-76.7,0.45825756949558394,-77.0,-77.0,-76.0,-1534.0,,,,,,0.0,-75.0,0.0,-75.0,-75.0,-75.0,-1500.0,-79.9,1.445683229480096,-82.0,-80.0,-78.0,-1598.0
-0.6077,0.0055955339334151175,-0.622,-0.609,-0.6,-12.154,0.7054,0.0067260686883201005,0.696,0.704,0.72,14.108,0.2895,0.007262919523166967,0.27,0.292,0.3,5.789999999999999,-77.9,0.30000000000000004,-78.0,-78.0,-77.0,-1558.0,,,,,,0.0,-75.0,0.0,-75.0,-75.0,-75.0,-1500.0,-81.4,0.9165151389911681,-82.0,-82.0,-79.0,-1628.0
-0.6090000000000001,0.005882176467941102,-0.622,-0.609,-0.596,-12.180000000000001,0.7024,0.00919999999999999,0.672,0.704,0.712,14.048,0.2933,0.006790434448545985,0.28,0.294,0.304,5.866,-79.6,3.7735924528226414,-86.0,-77.0,-77.0,-1592.0,,,,,,0.0,-75.0,0.0,-75.0,-75.0,-75.0,-1500.0,-77.5,1.2041594578792296,-79.0,-77.5,-76.0,-1550.0
-0.6914,0.10681778878070824,-0.962,-0.702,-0.51,-13.828000000000001,0.6501999999999999,0.050274844604434134,0.492,0.652,0.72,13.003999999999998,0.22649999999999998,0.1314866913417476,0.048,0.22399999999999998,0.534,4.529999999999999,-81.4,3.49857113690718,-86.0,-81.5,-77.0,-1628.0,,,,,,0.0,-80.3,4.561797891182817,-88.0,-79.0,-75.0,-1606.0,-79.8,1.9899748742132402,-82.0,-81.0,-76.0,-1596.0
-0.8353999999999999,0.17480057208144373,-1.21,-0.833,-0.58,-16.708,0.4627,0.099557571284157,0.262,0.47,0.642,9.254,0.0494,0.2482362584313581,-0.3,0.027000000000000003,0.364,0.988,-79.3,1.4866068747318504,-81.0,-79.5,-77.0,-1586.0,,,,,,0.0,-80.7,2.8301943396169813,-84.0,-81.0,-76.0,-1614.0,-77.5,1.6881943016134133,-79.0,-78.0,-75.0,-1550.0
-0.6105,0.26544669898117024,-1.018,-0.601,-0.048,-12.21,0.6892999999999999,0.17200380809737906,0.414,0.677,1.032,13.785999999999998,0.1774,0.34713864665288996,-0.514,0.228,0.808,3.548,-77.4,1.4966629547095764,-81.0,-77.5,-76.0,-1548.0,,,,,,0.0,-77.6,2.3323807579381204,-81.0,-77.5,-75.0,-1552.0,-78.3,1.4177446878757822,-80.0,-78.0,-75.0,-1566.0
-0.3803157894736843,0.11832384314226647,-0.602,-0.378,-0.122,-7.226000000000001,0.8275789473684209,0.2130555439784297,0.566,0.748,1.528,15.723999999999997,0.2901052631578947,0.2435521979580433,-0.05,0.264,0.688,5.512,-73.84210526315789,1.4960705687949363,-77.0,-74.0,-72.0,-1403.0,,,,,,0.0,-75.63157894736842,1.2230473724865525,-77.0,-75.0,-74.0,-1437.0,-82.47368421052632,2.6431325325241515,-86.0,-81.0,-79.0,-1567.0
-0.2719,0.1448315918575778,-0.538,-0.292,0.076,-5.438,0.9071999999999998,0.10607619902692594,0.71,0.931,1.122,18.143999999999995,0.2829,0.09514089551817347,0.064,0.303,0.466,5.6579999999999995,-73.25,0.7664854858377946,-74.0,-73.0,-72.0,-1465.0,,,,,,0.0,-74.1,0.7681145747868607,-75.0,-74.0,-73.0,-1482.0,-79.35,0.5722761571129799,-80.0,-79.0,-78.0,-1587.0
-0.2631,0.031378177129973615,-0.296,-0.275,-0.19,-5.2620000000000005,0.8962000000000001,0.03666551513343294,0.8,0.9,1.0,17.924000000000003,0.2895,0.028919716457807804,0.232,0.29,0.352,5.789999999999999,-74.2,0.9797958971132713,-76.0,-74.0,-73.0,-1484.0,,,,,,0.0,-73.0,0.0,-73.0,-73.0,-73.0,-1460.0,-78.2,0.39999999999999997,-79.0,-78.0,-78.0,-1564.0
-0.2591,0.01659487872808958,-0.286,-0.26,-0.228,-5.1819999999999995,0.8964000000000001,0.031212817879839056,0.824,0.901,0.992,17.928,0.29209999999999997,0.01499966666296288,0.242,0.294,0.318,5.842,-74.8,0.9797958971132714,-76.0,-74.0,-74.0,-1496.0,,,,,,0.0,-74.6,1.9595917942265428,-77.0,-73.0,-73.0,-1492.0,-79.15,2.5154522456210535,-84.0,-78.0,-77.0,-1583.0
-0.26060000000000005,0.04472627862901182,-0.322,-0.271,-0.148,-5.212000000000001,0.9059000000000001,0.024045581714735035,0.872,0.9,0.99,18.118000000000002,0.26510000000000006,0.035216331438694744,0.206,0.275,0.326,5.302000000000001,-74.7,1.382027496108525,-77.0,-74.0,-73.0,-1494.0,,,,,,0.0,-71.3,0.714142842854285,-73.0,-71.0,-71.0,-1426.0,-78.65,0.9630680142129111,-80.0,-79.0,-77.0,-1573.0
-0.2445,0.012245407302331767,-0.276,-0.243,-0.226,-4.89,0.9128999999999999,0.006825686778632614,0.902,0.91,0.926,18.258,0.25120000000000003,0.009173875952943777,0.232,0.252,0.27,5.024000000000001,-76.6,0.4898979485566356,-77.0,-77.0,-76.0,-1532.0,,,,,,0.0,-71.0,0.0,-71.0,-71.0,-71.0,-1420.0,-79.45,0.9733961166965893,-81.0,-79.0,-78.0,-1589.0
