acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bath_sum,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed1_sum,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_bed2_sum,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_hall_sum,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_kitchen_sum,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_living_sum,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_stairs_sum,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_study_sum,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,pir_toilet_sum
0.1709,0.00921900211519663,0.15,0.174,0.192,3.4179999999999997,0.8925000000000001,0.008145550932871276,0.876,0.893,0.908,17.85,0.42139999999999994,0.012117755567760884,0.398,0.426,0.44,8.427999999999999,-84.65,1.1079259903080168,-89.0,-84.0,-84.0,-1693.0,,,,,,0.0,-79.1,0.43588989435406733,-81.0,-79.0,-79.0,-1582.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18309999999999998,0.048954979317736416,0.11,0.181,0.286,3.662,0.8926000000000001,0.04817924864503389,0.752,0.9,0.984,17.852,0.42350000000000004,0.09072127644604654,0.272,0.427,0.726,8.47,-87.15,1.5580436450882882,-89.0,-87.0,-85.0,-1743.0,,,,,,0.0,-89.75,6.5488548617296445,-100.0,-90.0,-81.0,-1795.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1721,0.08999438871396372,-0.04,0.183,0.322,3.442,0.889,0.18126610273297106,0.59,0.933,1.304,17.78,-0.040199999999999986,0.4041583353093191,-0.77,0.16499999999999998,0.446,-0.8039999999999997,-89.89473684210526,4.20394222057176,-95.0,,-84.0,-1708.0,,,,,,0.0,-87.95,4.652687395473717,-96.0,-86.0,-83.0,-1759.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33330000000000004,0.06414132833049219,0.254,0.318,0.48,6.666,0.7135,0.14550171820291333,0.432,0.724,1.032,14.270000000000001,-0.45709999999999995,0.16920339831102685,-0.882,-0.417,-0.264,-9.142,-92.58823529411765,5.7297861938286685,-102.0,,-87.0,-1574.0,,,,,,0.0,-86.4,4.386342439892262,-92.0,-87.0,-79.0,-1728.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3611,0.06673672152570878,0.23,0.387,0.46,7.2219999999999995,0.5695,0.12166162089993705,0.19,0.583,0.812,11.39,-0.5525,0.10909789182197793,-0.724,-0.547,-0.276,-11.05,-89.0625,7.948810838735565,-102.0,,-81.0,-1425.0,,,,,,0.0,-84.3,7.944180259787664,-100.0,-81.0,-77.0,-1686.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34209999999999996,0.076551877834577,0.12,0.334,0.556,6.842,0.7138000000000001,0.08512790376838841,0.464,0.724,0.882,14.276000000000002,-0.46270000000000006,0.08641822724402533,-0.658,-0.474,-0.308,-9.254000000000001,-88.25,3.960744879438715,-95.0,,-85.0,-1412.0,,,,,,0.0,-84.2,8.022468448052631,-100.0,-81.0,-77.0,-1684.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36060000000000003,0.02922396277030205,0.306,0.353,0.424,7.212000000000001,0.8384,0.05404664651946504,0.704,0.852,0.926,16.768,-0.2354,0.08079381164420947,-0.378,-0.23,-0.072,-4.708,-94.05,4.748420790115383,-101.0,-93.0,-87.0,-1881.0,,,,,,0.0,-88.46666666666667,4.030991055421593,-92.0,,-81.0,-1327.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3531,0.010265963179361204,0.334,0.352,0.376,7.062,0.8309999999999998,0.04172529209005012,0.732,0.834,0.944,16.619999999999997,-0.2538,0.02444504039677578,-0.286,-0.26,-0.19,-5.0760000000000005,-98.1,1.7291616465790582,-101.0,-97.0,-96.0,-1962.0,,,,,,0.0,-84.0,0.0,-84.0,,-84.0,-336.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4632000000000001,0.036278919498794346,0.39,0.46,0.536,6.948000000000001,0.7997333333333333,0.08816308121253981,0.59,0.822,0.93,11.995999999999999,0.22013333333333332,0.2809502605246859,-0.242,0.296,0.704,3.3019999999999996,-88.66666666666667,4.685675570881488,-98.0,-86.0,-86.0,-1330.0,,,,,,0.0,-87.66666666666667,5.1854497287013475,-95.0,,-84.0,-1052.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36030769230769233,0.02862861563429316,0.326,0.358,0.438,4.684,0.515076923076923,0.0482405216492741,0.422,0.51,0.606,6.695999999999999,0.8464615384615386,0.041355151078312585,0.78,0.856,0.908,11.004000000000001,-102.0,0.0,-102.0,,-102.0,-408.0,,,,,,0.0,-87.61538461538461,0.4865042554105199,-88.0,-88.0,-87.0,-1139.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
