acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum
0.8932631578947369,0.007573097157307353,0.88,0.896,0.904,16.972,-0.37284210526315786,0.012162336850832995,-0.392,-0.376,-0.338,-7.084,0.25052631578947365,0.010111839965071858,0.216,0.252,0.262,4.76,-88.15789473684211,0.48808518397345807,-89.0,-88.0,-87.0,-1675.0,-75.78947368421052,0.4076824574955176,-76.0,-76.0,-75.0,-1440.0,-81.10526315789474,1.44712916682816,-87.0,-81.0,-80.0,-1541.0,,,,,,0.0
0.8906000000000001,0.010697663296253074,0.864,0.896,0.902,17.812,-0.3738,0.006630233781700316,-0.384,-0.376,-0.36,-7.476000000000001,0.2529,0.0106296754418938,0.226,0.253,0.27,5.058000000000001,-87.6,0.4898979485566356,-88.0,-88.0,-87.0,-1752.0,-75.7,0.45825756949558394,-76.0,-76.0,-75.0,-1514.0,-80.8,0.39999999999999997,-81.0,-81.0,-80.0,-1616.0,,,,,,0.0
0.8953000000000001,0.012300812981262671,0.862,0.897,0.91,17.906000000000002,-0.3712000000000001,0.0059799665550904265,-0.384,-0.37,-0.36,-7.424000000000001,0.2445,0.007559761901012495,0.232,0.244,0.262,4.89,-87.0,0.7745966692414834,-88.0,-87.0,-86.0,-1740.0,-75.2,0.39999999999999997,-76.0,-75.0,-75.0,-1504.0,-81.0,0.0,-81.0,-81.0,-81.0,-1620.0,,,,,,0.0
0.8946000000000002,0.009941830817309264,0.864,0.896,0.914,17.892000000000003,-0.371,0.008637129152675681,-0.388,-0.369,-0.354,-7.42,0.24899999999999997,0.018681541692269408,0.23,0.246,0.326,4.9799999999999995,-87.2,0.6,-88.0,-87.0,-86.0,-1744.0,-75.7,0.45825756949558394,-76.0,-76.0,-75.0,-1514.0,-81.0,0.0,-81.0,-81.0,-81.0,-1620.0,,,,,,0.0
0.8920999999999999,0.014825316185498384,0.846,0.896,0.908,17.842,-0.3702,0.00758683069535627,-0.384,-0.37,-0.354,-7.404,0.2512,0.008704022058795582,0.232,0.252,0.264,5.024,-88.0,0.6324555320336759,-89.0,-88.0,-87.0,-1760.0,-76.0,0.0,-76.0,-76.0,-76.0,-1520.0,-81.0,0.0,-81.0,-81.0,-81.0,-1620.0,,,,,,0.0
0.8923,0.026805036840116453,0.846,0.896,0.974,17.846,-0.35840000000000005,0.02603536056980967,-0.394,-0.365,-0.292,-7.168000000000001,0.23759999999999998,0.014705101155721443,0.208,0.24,0.26,4.752,-86.1,1.374772708486752,-88.0,-86.5,-83.0,-1722.0,-75.9,1.0440306508910548,-77.0,-76.0,-73.0,-1518.0,-83.4,3.4985711369071804,-93.0,-82.5,-81.0,-1668.0,,,,,,0.0
0.8915,0.025720614300595565,0.846,0.888,0.934,17.83,-0.4226,0.03216271132849343,-0.474,-0.421,-0.37,-8.452,0.1675,0.02586793381775978,0.124,0.165,0.236,3.35,-86.625,4.525966747557918,-94.0,,-83.0,-1386.0,-76.5,2.0124611797498106,-79.0,-76.5,-73.0,-1530.0,-82.4,3.6386810797320512,-93.0,-81.0,-80.0,-1648.0,,,,,,0.0
0.8855000000000001,0.013082430966758445,0.864,0.89,0.91,17.71,-0.4144000000000001,0.01243543324536784,-0.44,-0.414,-0.4,-8.288000000000002,0.1396,0.011791522378386935,0.126,0.136,0.176,2.7920000000000003,-91.3,5.386093203798093,-101.0,-90.0,-85.0,-1826.0,-76.3,1.1874342087037917,-78.0,-76.0,-75.0,-1526.0,-85.9,2.118962010041709,-88.0,-86.0,-83.0,-1718.0,,,,,,0.0
0.8834999999999997,0.012725957724273656,0.854,0.884,0.902,17.669999999999995,-0.4199,0.013348782716038192,-0.442,-0.423,-0.392,-8.398,0.1405,0.014897986441126868,0.112,0.146,0.158,2.81,-87.3,1.7349351572897471,-91.0,-86.0,-86.0,-1746.0,-75.0,0.0,-75.0,-75.0,-75.0,-1500.0,-84.7,1.1874342087037917,-88.0,-84.0,-84.0,-1694.0,,,,,,0.0
0.889,0.017011760637864633,0.858,0.884,0.92,17.78,-0.4175000000000001,0.00952627944162882,-0.436,-0.416,-0.402,-8.350000000000001,0.13379999999999997,0.008316249154516711,0.126,0.134,0.156,2.6759999999999997,-85.7,0.9,-88.0,-85.5,-85.0,-1714.0,-75.1,0.7000000000000001,-76.0,-75.0,-74.0,-1502.0,-87.7,2.570992026436488,-91.0,-88.0,-82.0,-1754.0,,,,,,0.0
