acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Kitchen_AP_sum,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Lounge_AP_sum,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Upstairs_AP_sum,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,rssi_Study_AP_sum,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bath_sum,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed1_sum,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_bed2_sum,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_hall_sum,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_kitchen_sum,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_living_sum,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_stairs_sum,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_study_sum,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,pir_toilet_sum
0.8619,0.015588136514670376,0.812,0.863,0.888,17.238,-0.29610000000000003,0.02389539704629325,-0.336,-0.304,-0.24,-5.922000000000001,0.44720000000000004,0.015289211882893115,0.416,0.446,0.48,8.944,-93.46666666666667,2.3626726862225804,-97.0,,-91.0,-1402.0,-79.15,0.4769696007084729,-80.0,-79.0,-78.0,-1583.0,-82.65,0.5722761571129799,-84.0,-83.0,-82.0,-1653.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8743000000000001,0.013903596656980537,0.85,0.87,0.904,17.486,-0.24750000000000005,0.03881687777243296,-0.318,-0.236,-0.19,-4.950000000000001,0.458,0.0142828568570857,0.414,0.461,0.478,9.16,-93.77777777777777,3.8809442659051068,-104.0,,-91.0,-844.0,-79.1,0.6244997998398398,-80.0,-79.0,-78.0,-1582.0,-82.9,0.8888194417315588,-84.0,-83.0,-82.0,-1658.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8825,0.04567220161104565,0.836,0.865,0.982,17.65,-0.1441,0.0680337416286948,-0.244,-0.14600000000000002,-0.03,-2.882,0.47989999999999994,0.059131971047818116,0.38,0.458,0.608,9.597999999999999,-97.81818181818181,4.344655689217643,-104.0,,-93.0,-1076.0,-86.05,4.800781186432058,-94.0,-83.0,-80.0,-1721.0,-81.45,1.4654350889752845,-87.0,-81.0,-80.0,-1629.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8475,0.08816320094007478,0.71,0.834,0.99,13.56,0.114125,0.13896126933430047,-0.122,0.123,0.332,1.826,0.486125,0.20121315656536976,0.108,0.505,0.732,7.778,-100.6923076923077,2.333192444323554,-103.0,,-97.0,-1309.0,-83.4375,2.714975828621684,-89.0,-82.0,-82.0,-1335.0,-78.75,4.736823830374104,-87.0,-76.0,-74.0,-1260.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8814,0.1818549971818207,0.418,0.943,1.094,17.628,0.227,0.3182926326511501,-0.104,0.183,1.204,4.54,0.33849999999999997,0.11530806563289492,0.062,0.364,0.476,6.77,-94.86666666666666,3.5377331097124265,-97.0,,-89.0,-1423.0,-89.65,5.131033034389859,-98.0,-88.0,-84.0,-1793.0,-79.5,6.367888189973187,-88.0,-75.0,-73.0,-1590.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9023,0.11836768984820138,0.642,0.92,1.144,18.046,0.24630000000000002,0.269980202977922,-0.238,0.202,0.936,4.926,0.1972,0.296460722524924,-0.202,0.074,0.75,3.9439999999999995,-90.2,2.4,-95.0,,-89.0,-451.0,-89.6,4.903060268852506,-101.0,-89.0,-84.0,-1792.0,-73.8,4.044749683231337,-81.0,-75.0,-69.0,-1476.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8533000000000003,0.2752666162105387,0.088,0.842,1.23,17.066000000000006,0.13410000000000002,0.2484636593145967,-0.25,0.14100000000000001,0.584,2.6820000000000004,0.13199999999999998,0.21021132224502087,-0.312,0.197,0.384,2.6399999999999997,-78.3,8.28914953418021,-95.0,-75.0,-72.0,-1566.0,-92.375,5.577577879330776,-101.0,,-85.0,-1478.0,-70.05,3.8141185089087104,-82.0,-69.0,-66.0,-1401.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3024,0.13885330388579165,-0.5,-0.317,0.002,-6.048,1.0829,0.2834603852392782,0.728,1.038,1.564,21.658,-0.074,0.09239696964727794,-0.272,-0.073,0.092,-1.48,-82.26315789473684,7.069892467455573,-93.0,,-75.0,-1563.0,-82.95,6.391204894227693,-95.0,-84.0,-74.0,-1659.0,-85.4,3.9038442591886273,-92.0,-84.0,-81.0,-1708.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6397,0.41677393152643316,-0.224,0.769,1.112,12.794,0.493,0.41682826199767214,-0.282,0.401,1.632,9.86,-0.1281,0.21436275329450308,-0.592,-0.101,0.238,-2.562,-91.3076923076923,8.165448929055753,-103.0,,-83.0,-1187.0,-71.35,4.519679192155125,-78.0,-71.0,-64.0,-1427.0,-88.8,3.867815921162743,-95.0,-88.0,-84.0,-1776.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9225,0.21033104858769663,0.446,0.952,1.24,18.45,0.20729999999999998,0.23114780985334904,-0.228,0.22999999999999998,0.574,4.146,0.08020000000000002,0.09794876211571028,-0.14,0.123,0.19,1.6040000000000003,-95.75,2.802528620133373,-98.0,,-91.0,-1149.0,-73.05,2.836811590500857,-78.0,-73.0,-69.0,-1461.0,-85.78947368421052,1.3602997877179037,-88.0,,-84.0,-1630.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
